room_type,minimum_nights,number_of_reviews,reviews_per_month,availability_365,price
0.0,1.0,129.0,4.7,365.0,80
1.0,10.0,5.0,0.14,0.0,280
1.0,8.0,24.0,0.69,196.0,115
1.0,4.0,7.0,0.26,0.0,160
1.0,2.0,17.0,2.34,0.0,150
1.0,3.0,11.0,0.45,0.0,175
0.0,5.0,3.0,0.32,67.0,115
0.0,3.0,71.0,1.93,0.0,55
1.0,11.0,8.0,0.42,189.0,120
1.0,3.0,11.0,5.16,142.0,150
1.0,1.0,5.0,0.11,31.0,75
0.0,1.0,16.0,0.5,0.0,65
1.0,1.0,39.0,8.48,64.0,170
0.0,1.0,2.0,0.12,5.0,34
0.0,4.0,54.0,1.39,64.0,30
1.0,3.0,2.0,0.08,0.0,159
1.0,1.0,17.0,4.77,40.0,180
1.0,3.0,9.0,0.39,0.0,278
1.0,2.0,19.0,0.44,172.0,95
0.0,5.0,2.0,0.32,220.0,30
0.0,1.0,15.0,0.71,0.0,50
1.0,3.0,33.0,3.61,73.0,120
0.0,3.0,1.0,0.02,3.0,145
1.0,6.0,7.0,0.26,0.0,365
1.0,6.0,1.0,0.94,0.0,90
1.0,2.0,2.0,0.95,273.0,408
0.0,1.0,18.0,0.38,31.0,100
1.0,2.0,77.0,2.17,264.0,49
0.0,3.0,13.0,0.15,298.0,75
1.0,1.0,4.0,1.12,124.0,200
2.0,1.0,27.0,5.51,98.0,50
1.0,2.0,51.0,5.02,125.0,140
1.0,4.0,22.0,0.23,0.0,150
0.0,2.0,68.0,3.25,9.0,52
0.0,1.0,1.0,1.0,2.0,80
1.0,2.0,57.0,1.11,129.0,160
1.0,7.0,58.0,1.79,36.0,300
1.0,4.0,17.0,0.29,35.0,200
0.0,1.0,4.0,0.07,90.0,170
0.0,3.0,117.0,1.41,0.0,99
0.0,5.0,10.0,0.23,0.0,230
0.0,5.0,2.0,0.32,364.0,270
1.0,2.0,2.0,0.07,0.0,90
0.0,1.0,204.0,5.27,0.0,67
0.0,3.0,2.0,0.09,0.0,50
0.0,3.0,7.0,0.21,365.0,499
0.0,2.0,38.0,2.38,300.0,105
0.0,2.0,162.0,3.18,332.0,71
1.0,3.0,29.0,1.15,0.0,118
1.0,2.0,3.0,0.81,274.0,153
1.0,3.0,50.0,2.15,91.0,125
1.0,1.0,107.0,1.91,116.0,75
1.0,2.0,46.0,0.54,0.0,121
1.0,5.0,13.0,0.35,0.0,100
1.0,2.0,29.0,0.59,0.0,280
0.0,1.0,70.0,2.86,85.0,54
2.0,1.0,18.0,1.53,365.0,36
1.0,5.0,53.0,0.43,6.0,135
1.0,4.0,97.0,3.71,152.0,72
1.0,2.0,5.0,0.12,0.0,200
0.0,7.0,6.0,0.18,337.0,33
1.0,3.0,1.0,1.0,21.0,129
0.0,3.0,1.0,1.0,179.0,80
1.0,1.0,131.0,4.9,277.0,148
0.0,1.0,63.0,2.81,356.0,120
0.0,4.0,11.0,0.42,0.0,140
1.0,1.0,6.0,0.26,0.0,108
0.0,1.0,98.0,2.87,180.0,65
0.0,1.0,3.0,0.06,0.0,70
0.0,5.0,2.0,0.32,0.0,60
0.0,2.0,3.0,0.18,89.0,85
1.0,5.0,7.0,0.21,8.0,176
1.0,7.0,45.0,0.91,364.0,379
0.0,1.0,7.0,0.43,297.0,125
1.0,3.0,4.0,2.45,23.0,290
0.0,6.0,3.0,0.27,187.0,63
0.0,4.0,14.0,0.72,171.0,48
0.0,1.0,1.0,0.35,0.0,65
2.0,1.0,3.0,3.0,350.0,30
0.0,2.0,1.0,0.03,0.0,40
1.0,3.0,1.0,0.05,0.0,200
0.0,2.0,38.0,2.73,103.0,130
0.0,1.0,119.0,2.57,1.0,95
1.0,7.0,34.0,0.78,147.0,250
1.0,4.0,3.0,0.31,0.0,180
0.0,1.0,5.0,0.26,0.0,43
1.0,3.0,2.0,0.14,0.0,200
2.0,1.0,18.0,0.78,342.0,26
1.0,1.0,1.0,0.52,60.0,170
0.0,3.0,52.0,0.8,219.0,128
1.0,2.0,6.0,1.91,237.0,199
1.0,3.0,15.0,0.27,89.0,135
0.0,4.0,19.0,0.35,0.0,49
1.0,4.0,8.0,0.19,0.0,90
1.0,3.0,103.0,1.13,189.0,140
1.0,2.0,3.0,0.12,0.0,150
0.0,1.0,25.0,4.36,80.0,35
1.0,2.0,67.0,3.31,101.0,175
0.0,2.0,7.0,4.12,361.0,75
0.0,1.0,14.0,2.98,113.0,145
1.0,4.0,26.0,0.73,0.0,225
0.0,1.0,1.0,1.0,38.0,105
0.0,2.0,50.0,1.98,86.0,80
0.0,1.0,430.0,13.45,347.0,54
0.0,3.0,175.0,1.8,236.0,175
1.0,2.0,6.0,3.46,330.0,195
0.0,1.0,9.0,0.7,0.0,21
1.0,2.0,7.0,3.0,49.0,327
1.0,3.0,24.0,3.35,26.0,260
1.0,3.0,20.0,0.68,0.0,164
0.0,5.0,6.0,0.19,0.0,62
2.0,1.0,94.0,4.09,7.0,115
1.0,2.0,4.0,0.98,0.0,65
0.0,3.0,14.0,0.63,293.0,130
2.0,1.0,36.0,2.29,140.0,30
0.0,7.0,3.0,0.09,215.0,55
0.0,3.0,23.0,0.62,0.0,75
0.0,3.0,2.0,0.04,0.0,47
1.0,1.0,19.0,6.55,74.0,115
1.0,1.0,42.0,5.94,28.0,191
0.0,3.0,8.0,3.48,71.0,65
0.0,5.0,10.0,0.3,20.0,90
1.0,6.0,7.0,0.43,0.0,85
1.0,2.0,5.0,5.0,8.0,171
1.0,2.0,5.0,1.88,272.0,470
0.0,1.0,1.0,0.33,0.0,83
1.0,2.0,105.0,3.42,22.0,120
1.0,2.0,320.0,3.6,0.0,325
1.0,2.0,3.0,3.0,101.0,118
0.0,1.0,7.0,0.14,0.0,56
1.0,1.0,1.0,0.02,0.0,67
1.0,2.0,3.0,0.18,0.0,350
0.0,1.0,2.0,0.05,0.0,45
1.0,1.0,91.0,5.04,57.0,57
1.0,1.0,15.0,2.17,0.0,100
1.0,4.0,9.0,0.23,365.0,135
1.0,2.0,222.0,4.9,250.0,259
0.0,2.0,11.0,4.18,64.0,50
0.0,2.0,26.0,0.81,0.0,55
1.0,1.0,5.0,1.21,360.0,200
1.0,2.0,46.0,2.0,10.0,100
1.0,2.0,58.0,1.71,257.0,200
1.0,4.0,1.0,0.02,0.0,90
0.0,5.0,6.0,0.28,0.0,55
0.0,1.0,15.0,0.33,355.0,75
1.0,2.0,1.0,0.08,0.0,400
1.0,2.0,133.0,2.26,107.0,78
1.0,2.0,3.0,1.55,340.0,229
0.0,1.0,59.0,5.25,194.0,115
0.0,1.0,291.0,6.26,26.0,79
1.0,2.0,167.0,4.04,261.0,180
0.0,1.0,43.0,0.45,88.0,50
1.0,2.0,14.0,0.76,353.0,350
1.0,3.0,18.0,1.94,255.0,245
0.0,1.0,182.0,3.82,0.0,95
0.0,1.0,1.0,0.3,90.0,49
1.0,7.0,10.0,0.74,0.0,224
0.0,2.0,2.0,0.04,321.0,50
1.0,5.0,5.0,0.71,0.0,500
0.0,1.0,67.0,1.56,8.0,49
0.0,2.0,6.0,0.13,0.0,65
0.0,1.0,1.0,0.02,267.0,199
0.0,2.0,4.0,1.3,0.0,55
0.0,2.0,22.0,1.92,16.0,69
1.0,2.0,69.0,4.52,327.0,95
1.0,1.0,4.0,0.34,0.0,100
0.0,2.0,23.0,0.34,311.0,119
0.0,2.0,81.0,2.51,88.0,99
1.0,4.0,5.0,2.73,194.0,499
0.0,1.0,52.0,1.29,25.0,75
1.0,10.0,31.0,0.71,55.0,165
0.0,5.0,3.0,0.07,0.0,79
1.0,1.0,25.0,0.67,0.0,150
1.0,6.0,13.0,0.58,0.0,275
0.0,2.0,21.0,0.54,4.0,70
1.0,2.0,23.0,2.28,214.0,177
1.0,5.0,83.0,2.56,291.0,70
1.0,5.0,2.0,1.58,363.0,130
1.0,5.0,1.0,0.1,11.0,300
0.0,7.0,6.0,0.17,278.0,39
0.0,3.0,21.0,2.03,8.0,225
1.0,3.0,1.0,0.02,0.0,250
1.0,3.0,6.0,0.44,8.0,100
0.0,5.0,27.0,0.81,42.0,55
1.0,1.0,10.0,7.89,354.0,150
1.0,3.0,2.0,0.04,0.0,140
1.0,1.0,40.0,5.0,0.0,149
0.0,1.0,36.0,1.65,169.0,70
1.0,2.0,19.0,4.45,147.0,175
0.0,3.0,13.0,2.6,0.0,180
0.0,1.0,141.0,5.94,231.0,120
0.0,7.0,3.0,0.13,321.0,110
0.0,3.0,39.0,2.83,43.0,60
0.0,3.0,82.0,1.58,289.0,96
0.0,1.0,1.0,0.03,0.0,110
1.0,7.0,1.0,0.04,0.0,150
1.0,3.0,1.0,0.03,0.0,350
0.0,1.0,181.0,4.59,282.0,84
0.0,2.0,25.0,2.31,328.0,52
0.0,3.0,5.0,0.79,0.0,43
0.0,2.0,58.0,2.82,0.0,116
1.0,2.0,83.0,5.19,329.0,85
1.0,2.0,8.0,0.32,0.0,278
1.0,4.0,8.0,0.16,0.0,190
1.0,2.0,1.0,0.02,0.0,200
0.0,2.0,11.0,2.5,28.0,80
1.0,3.0,39.0,1.03,259.0,300
1.0,3.0,3.0,0.15,0.0,85
0.0,2.0,17.0,2.54,43.0,99
1.0,3.0,1.0,0.03,0.0,100
0.0,2.0,7.0,3.44,31.0,100
0.0,10.0,17.0,0.46,128.0,75
0.0,2.0,2.0,0.11,45.0,118
0.0,4.0,1.0,0.02,0.0,80
0.0,2.0,167.0,5.14,21.0,79
1.0,5.0,1.0,0.03,0.0,250
0.0,2.0,1.0,0.07,0.0,58
0.0,3.0,1.0,0.44,90.0,57
1.0,2.0,22.0,0.81,0.0,175
1.0,1.0,12.0,0.87,0.0,130
0.0,5.0,54.0,2.05,314.0,42
1.0,2.0,19.0,1.23,165.0,140
1.0,4.0,43.0,0.77,275.0,170
1.0,2.0,2.0,0.06,0.0,95
0.0,2.0,1.0,0.11,365.0,175
1.0,3.0,62.0,1.1,50.0,145
1.0,2.0,4.0,1.85,103.0,75
0.0,3.0,8.0,0.4,0.0,70
0.0,1.0,4.0,4.0,365.0,99
1.0,5.0,2.0,0.18,0.0,125
1.0,4.0,29.0,0.99,0.0,224
1.0,2.0,12.0,0.43,8.0,80
2.0,1.0,3.0,1.11,332.0,24
0.0,10.0,8.0,0.96,61.0,45
0.0,2.0,4.0,0.15,0.0,51
1.0,3.0,2.0,0.05,0.0,137
0.0,2.0,52.0,3.57,340.0,65
0.0,2.0,4.0,0.09,0.0,55
0.0,1.0,22.0,0.81,0.0,100
1.0,1.0,5.0,0.1,0.0,150
1.0,2.0,11.0,0.24,0.0,250
0.0,2.0,80.0,3.6,0.0,55
0.0,2.0,19.0,0.6,0.0,85
0.0,2.0,28.0,4.35,82.0,80
1.0,2.0,10.0,0.18,0.0,119
1.0,2.0,74.0,3.08,31.0,215
1.0,3.0,1.0,0.02,0.0,109
1.0,3.0,1.0,0.07,311.0,99
0.0,1.0,36.0,2.0,0.0,38
0.0,5.0,75.0,2.7,13.0,31
1.0,4.0,84.0,2.16,88.0,207
0.0,3.0,12.0,0.47,0.0,72
0.0,7.0,16.0,0.26,313.0,60
2.0,1.0,4.0,1.48,364.0,69
0.0,3.0,72.0,2.56,67.0,95
1.0,7.0,8.0,0.08,0.0,145
1.0,3.0,68.0,0.97,270.0,99
1.0,3.0,23.0,0.51,2.0,147
0.0,6.0,3.0,0.09,0.0,120
1.0,5.0,1.0,0.02,0.0,150
0.0,1.0,16.0,4.36,169.0,55
0.0,7.0,4.0,1.69,318.0,99
0.0,2.0,2.0,0.1,0.0,50
1.0,2.0,3.0,0.1,180.0,400
2.0,2.0,15.0,1.77,330.0,25
0.0,5.0,21.0,0.78,334.0,41
0.0,2.0,2.0,0.09,0.0,65
1.0,3.0,1.0,1.0,179.0,399
1.0,3.0,1.0,0.03,0.0,125
1.0,1.0,38.0,0.89,360.0,272
0.0,1.0,1.0,0.15,365.0,75
0.0,3.0,3.0,0.16,0.0,70
1.0,2.0,113.0,5.88,67.0,225
0.0,1.0,1.0,0.02,0.0,85
0.0,2.0,6.0,0.66,173.0,66
1.0,4.0,97.0,5.02,211.0,129
1.0,4.0,13.0,0.3,15.0,150
1.0,3.0,46.0,2.36,255.0,135
0.0,2.0,2.0,2.0,77.0,50
1.0,2.0,5.0,0.23,0.0,100
0.0,1.0,64.0,5.87,149.0,55
0.0,1.0,24.0,3.23,165.0,179
0.0,2.0,20.0,0.59,0.0,60
1.0,1.0,16.0,0.65,0.0,180
1.0,1.0,2.0,0.11,0.0,89
1.0,7.0,30.0,0.34,224.0,200
0.0,2.0,2.0,2.0,55.0,98
0.0,3.0,11.0,0.42,17.0,250
1.0,3.0,3.0,0.28,180.0,170
0.0,2.0,8.0,2.93,250.0,49
1.0,3.0,114.0,1.06,0.0,196
1.0,5.0,2.0,0.21,0.0,125
0.0,2.0,23.0,2.08,361.0,95
1.0,3.0,6.0,0.27,0.0,120
1.0,3.0,3.0,0.14,12.0,110
1.0,1.0,73.0,2.38,229.0,160
1.0,4.0,42.0,0.49,245.0,80
1.0,2.0,39.0,0.98,190.0,85
1.0,5.0,3.0,0.08,9.0,300
1.0,7.0,1.0,0.03,0.0,85
0.0,5.0,3.0,0.27,0.0,40
1.0,4.0,8.0,0.53,0.0,55
1.0,5.0,4.0,0.05,0.0,130
0.0,9.0,7.0,0.15,0.0,60
1.0,2.0,54.0,2.15,308.0,180
1.0,2.0,1.0,1.0,0.0,140
0.0,2.0,23.0,2.95,293.0,70
1.0,2.0,18.0,0.87,0.0,150
1.0,3.0,2.0,0.06,0.0,145
0.0,5.0,1.0,1.0,192.0,44
0.0,1.0,136.0,5.72,11.0,65
1.0,2.0,16.0,0.45,1.0,179
1.0,3.0,30.0,2.59,159.0,150
0.0,2.0,37.0,0.58,97.0,100
0.0,3.0,6.0,0.72,0.0,46
1.0,7.0,31.0,0.72,209.0,140
0.0,1.0,7.0,0.82,0.0,47
0.0,3.0,18.0,0.69,0.0,70
1.0,1.0,1.0,0.08,99.0,85
1.0,3.0,28.0,1.78,25.0,200
1.0,2.0,70.0,0.96,339.0,109
0.0,5.0,5.0,0.11,0.0,80
0.0,1.0,60.0,2.73,348.0,35
0.0,1.0,4.0,1.48,365.0,80
0.0,1.0,1.0,0.68,0.0,70
0.0,2.0,13.0,0.61,0.0,95
1.0,3.0,6.0,1.91,0.0,175
1.0,4.0,3.0,0.08,0.0,175
1.0,6.0,19.0,1.88,7.0,65
0.0,1.0,133.0,7.19,14.0,150
0.0,8.0,1.0,0.16,2.0,50
0.0,6.0,3.0,0.17,0.0,59
0.0,2.0,41.0,4.17,67.0,150
1.0,3.0,7.0,1.98,0.0,150
0.0,3.0,62.0,2.39,86.0,95
1.0,1.0,30.0,6.0,2.0,200
1.0,3.0,7.0,0.15,0.0,180
1.0,6.0,4.0,0.17,64.0,150
1.0,3.0,8.0,2.79,188.0,180
1.0,3.0,1.0,1.0,20.0,60
0.0,1.0,1.0,0.21,89.0,300
0.0,1.0,4.0,0.26,0.0,64
0.0,2.0,27.0,1.74,362.0,55
0.0,1.0,14.0,1.0,127.0,39
1.0,2.0,75.0,3.32,29.0,129
1.0,2.0,3.0,0.07,0.0,145
1.0,5.0,6.0,0.47,0.0,230
1.0,4.0,2.0,2.0,157.0,475
0.0,7.0,2.0,0.06,0.0,38
1.0,4.0,44.0,0.7,341.0,155
0.0,2.0,1.0,0.03,0.0,45
1.0,2.0,22.0,1.44,361.0,250
0.0,1.0,71.0,1.55,186.0,85
1.0,10.0,16.0,0.29,0.0,101
1.0,3.0,9.0,0.19,8.0,148
1.0,2.0,65.0,2.04,5.0,255
1.0,3.0,3.0,1.7,52.0,210
1.0,4.0,35.0,3.13,169.0,75
0.0,1.0,45.0,5.31,0.0,55
1.0,2.0,5.0,0.23,0.0,135
1.0,3.0,11.0,1.69,26.0,50
0.0,2.0,2.0,0.26,26.0,83
1.0,2.0,6.0,0.58,0.0,300
1.0,2.0,68.0,1.96,20.0,199
1.0,1.0,41.0,7.64,125.0,250
1.0,2.0,3.0,0.14,0.0,250
1.0,3.0,25.0,3.16,143.0,60
1.0,2.0,1.0,0.16,0.0,650
1.0,2.0,142.0,5.03,2.0,45
1.0,1.0,73.0,5.03,146.0,195
1.0,2.0,33.0,4.21,309.0,151
0.0,3.0,2.0,0.41,0.0,75
1.0,1.0,77.0,4.49,55.0,93
1.0,2.0,42.0,4.08,257.0,195
0.0,3.0,29.0,1.31,75.0,105
0.0,2.0,13.0,3.25,25.0,65
1.0,2.0,1.0,1.0,266.0,89
1.0,5.0,13.0,0.3,4.0,170
0.0,1.0,275.0,7.45,45.0,80
1.0,3.0,40.0,1.35,124.0,160
1.0,2.0,6.0,0.12,0.0,125
0.0,1.0,4.0,4.0,364.0,50
0.0,3.0,4.0,3.0,90.0,85
0.0,2.0,4.0,0.29,0.0,95
0.0,2.0,74.0,2.16,174.0,65
0.0,2.0,29.0,2.03,43.0,125
0.0,3.0,137.0,1.57,296.0,119
1.0,2.0,19.0,2.0,179.0,180
0.0,2.0,2.0,0.11,0.0,70
1.0,3.0,16.0,2.35,271.0,250
2.0,1.0,25.0,0.66,155.0,75
2.0,1.0,59.0,1.26,90.0,48
1.0,1.0,15.0,1.42,48.0,115
1.0,2.0,2.0,2.0,186.0,349
1.0,3.0,97.0,4.4,60.0,200
1.0,3.0,4.0,0.26,0.0,175
1.0,6.0,8.0,0.16,5.0,190
1.0,3.0,82.0,1.55,327.0,149
2.0,1.0,1.0,0.58,365.0,75
1.0,2.0,51.0,2.12,175.0,789
0.0,4.0,7.0,0.43,0.0,62
1.0,2.0,6.0,6.0,137.0,150
0.0,3.0,1.0,0.05,0.0,50
1.0,3.0,7.0,0.19,11.0,150
1.0,7.0,8.0,0.58,4.0,80
0.0,6.0,3.0,0.07,0.0,80
1.0,4.0,4.0,0.16,0.0,175
0.0,1.0,4.0,0.59,88.0,42
1.0,2.0,28.0,0.56,328.0,250
0.0,3.0,13.0,1.21,302.0,65
0.0,10.0,13.0,0.4,302.0,75
0.0,1.0,3.0,0.49,0.0,48
1.0,1.0,11.0,0.8,8.0,150
0.0,4.0,107.0,1.29,335.0,61
1.0,3.0,39.0,0.71,242.0,320
0.0,1.0,16.0,0.36,0.0,166
0.0,1.0,92.0,4.26,362.0,60
0.0,2.0,2.0,1.18,0.0,90
1.0,2.0,6.0,2.34,150.0,100
0.0,1.0,42.0,8.03,32.0,44
0.0,3.0,2.0,0.11,0.0,23
0.0,10.0,8.0,1.4,38.0,20
1.0,2.0,8.0,0.34,0.0,89
1.0,2.0,7.0,2.63,163.0,149
1.0,4.0,8.0,0.5,0.0,105
1.0,1.0,54.0,3.95,117.0,295
1.0,2.0,4.0,0.85,14.0,120
1.0,1.0,3.0,0.11,0.0,200
0.0,2.0,4.0,1.15,31.0,45
1.0,3.0,4.0,0.22,97.0,550
0.0,3.0,26.0,0.57,0.0,70
2.0,1.0,17.0,1.3,212.0,69
1.0,7.0,5.0,0.16,231.0,130
1.0,3.0,21.0,0.4,125.0,180
0.0,1.0,69.0,2.35,87.0,56
1.0,2.0,28.0,0.64,294.0,120
1.0,7.0,6.0,0.17,229.0,450
0.0,2.0,12.0,1.35,305.0,49
1.0,2.0,12.0,0.71,363.0,225
1.0,6.0,1.0,0.01,0.0,160
1.0,3.0,90.0,1.88,155.0,125
1.0,1.0,116.0,5.99,65.0,100
0.0,3.0,71.0,2.01,15.0,54
0.0,1.0,4.0,0.11,0.0,100
1.0,2.0,2.0,2.0,335.0,250
0.0,7.0,16.0,0.47,247.0,35
1.0,1.0,168.0,8.57,153.0,79
1.0,5.0,115.0,3.13,182.0,104
0.0,2.0,4.0,0.16,0.0,40
1.0,2.0,2.0,1.36,67.0,120
0.0,1.0,11.0,5.0,179.0,80
0.0,1.0,25.0,0.81,156.0,69
0.0,1.0,576.0,13.4,173.0,47
0.0,2.0,9.0,1.99,345.0,67
0.0,1.0,1.0,0.4,0.0,52
1.0,2.0,39.0,3.45,45.0,67
1.0,2.0,370.0,3.74,204.0,175
1.0,4.0,18.0,0.49,0.0,250
2.0,7.0,1.0,0.09,320.0,32
1.0,1.0,2.0,0.04,0.0,315
0.0,2.0,55.0,2.24,208.0,88
1.0,3.0,22.0,0.99,134.0,130
0.0,1.0,2.0,0.09,0.0,90
0.0,2.0,33.0,2.75,2.0,82
0.0,11.0,14.0,0.23,0.0,75
0.0,3.0,2.0,0.15,0.0,59
0.0,1.0,8.0,0.23,357.0,44
1.0,1.0,4.0,0.07,0.0,80
1.0,1.0,35.0,1.63,361.0,130
1.0,2.0,34.0,3.11,12.0,125
1.0,2.0,10.0,0.2,0.0,350
0.0,3.0,8.0,0.61,38.0,35
0.0,1.0,2.0,0.67,53.0,230
1.0,2.0,398.0,3.97,182.0,169
0.0,2.0,6.0,0.5,89.0,49
1.0,2.0,17.0,1.5,10.0,150
0.0,2.0,14.0,1.4,238.0,70
0.0,1.0,60.0,1.84,336.0,70
0.0,1.0,7.0,0.15,0.0,109
1.0,2.0,47.0,0.92,352.0,255
2.0,1.0,16.0,0.46,0.0,50
1.0,1.0,24.0,2.06,314.0,185
0.0,3.0,3.0,0.07,342.0,65
0.0,1.0,5.0,0.42,0.0,35
0.0,1.0,20.0,0.53,365.0,67
1.0,2.0,4.0,0.16,0.0,295
1.0,5.0,4.0,0.13,19.0,295
0.0,2.0,8.0,0.58,0.0,75
1.0,5.0,1.0,0.11,0.0,200
1.0,1.0,38.0,1.01,361.0,300
1.0,4.0,119.0,2.43,29.0,140
1.0,2.0,9.0,0.25,0.0,230
0.0,1.0,113.0,2.66,332.0,60
1.0,4.0,1.0,0.23,0.0,107
0.0,1.0,53.0,3.0,42.0,125
0.0,2.0,5.0,0.16,0.0,60
0.0,1.0,24.0,1.77,32.0,105
1.0,1.0,10.0,2.4,199.0,188
1.0,1.0,206.0,4.64,278.0,120
1.0,3.0,1.0,0.06,0.0,85
0.0,1.0,4.0,0.34,0.0,45
1.0,3.0,6.0,0.3,106.0,130
1.0,2.0,129.0,1.42,220.0,219
0.0,1.0,1.0,0.03,0.0,75
1.0,4.0,13.0,2.6,197.0,110
1.0,2.0,13.0,0.64,0.0,125
0.0,1.0,24.0,3.09,72.0,89
0.0,7.0,12.0,0.18,365.0,69
1.0,2.0,5.0,0.19,0.0,80
0.0,1.0,27.0,0.52,1.0,65
0.0,2.0,1.0,0.04,179.0,70
0.0,7.0,2.0,0.95,358.0,169
1.0,2.0,1.0,0.16,364.0,300
1.0,2.0,1.0,1.0,226.0,600
1.0,5.0,12.0,0.25,25.0,200
0.0,3.0,54.0,2.67,24.0,150
0.0,3.0,118.0,2.84,326.0,60
0.0,4.0,11.0,0.55,117.0,90
1.0,3.0,19.0,0.85,0.0,225
0.0,2.0,4.0,0.59,0.0,25
1.0,6.0,28.0,0.5,365.0,525
1.0,2.0,21.0,1.09,120.0,230
0.0,2.0,28.0,1.22,179.0,67
1.0,2.0,11.0,2.97,304.0,214
0.0,3.0,69.0,1.13,142.0,70
1.0,7.0,2.0,0.05,0.0,105
0.0,5.0,1.0,0.43,97.0,150
0.0,1.0,66.0,1.75,289.0,130
0.0,10.0,15.0,0.3,0.0,80
0.0,7.0,10.0,0.28,36.0,99
0.0,2.0,2.0,0.1,76.0,65
1.0,3.0,9.0,1.27,179.0,150
1.0,6.0,65.0,1.19,7.0,160
0.0,1.0,9.0,0.25,90.0,145
1.0,2.0,34.0,0.69,341.0,190
1.0,1.0,54.0,6.45,181.0,195
0.0,3.0,131.0,2.64,140.0,80
1.0,3.0,93.0,1.82,30.0,125
1.0,2.0,7.0,3.33,2.0,104
0.0,3.0,30.0,1.84,1.0,200
1.0,2.0,28.0,0.55,0.0,225
2.0,1.0,3.0,1.76,365.0,75
1.0,3.0,5.0,4.41,64.0,294
1.0,1.0,1.0,0.03,83.0,300
0.0,4.0,34.0,2.54,37.0,40
2.0,2.0,1.0,0.57,90.0,35
2.0,1.0,5.0,0.24,0.0,68
1.0,2.0,5.0,0.39,0.0,168
1.0,1.0,2.0,0.03,0.0,60
1.0,2.0,124.0,2.09,231.0,139
0.0,2.0,2.0,0.04,0.0,86
1.0,10.0,49.0,0.48,152.0,130
0.0,1.0,63.0,3.19,360.0,71
0.0,3.0,88.0,3.28,358.0,70
0.0,3.0,4.0,0.66,31.0,50
0.0,3.0,10.0,0.38,0.0,150
0.0,2.0,97.0,2.13,122.0,60
0.0,1.0,12.0,1.16,0.0,40
0.0,1.0,1.0,0.02,0.0,125
0.0,3.0,139.0,2.38,293.0,90
0.0,4.0,37.0,3.22,78.0,120
1.0,1.0,225.0,2.83,19.0,135
1.0,2.0,22.0,2.06,155.0,200
1.0,2.0,71.0,1.42,0.0,199
1.0,3.0,50.0,2.51,40.0,245
0.0,1.0,33.0,2.29,0.0,50
0.0,1.0,3.0,0.16,4.0,125
0.0,1.0,100.0,2.11,1.0,99
0.0,1.0,87.0,4.29,108.0,90
1.0,2.0,21.0,0.29,3.0,150
0.0,3.0,40.0,0.63,365.0,70
0.0,2.0,4.0,2.31,67.0,85
0.0,10.0,1.0,0.11,0.0,90
1.0,1.0,55.0,3.59,123.0,148
1.0,1.0,8.0,0.89,0.0,220
0.0,1.0,141.0,5.58,73.0,87
0.0,1.0,32.0,0.92,0.0,48
1.0,3.0,5.0,0.17,8.0,100
0.0,2.0,6.0,0.38,89.0,77
1.0,2.0,80.0,3.14,271.0,200
1.0,3.0,7.0,0.21,74.0,189
0.0,3.0,8.0,0.95,165.0,100
0.0,1.0,113.0,2.87,352.0,50
0.0,3.0,2.0,0.19,0.0,75
1.0,2.0,37.0,2.32,333.0,179
0.0,2.0,2.0,0.06,0.0,300
0.0,3.0,24.0,1.64,343.0,99
1.0,3.0,1.0,0.12,0.0,250
0.0,3.0,19.0,1.53,14.0,190
0.0,3.0,1.0,0.05,0.0,90
1.0,3.0,50.0,1.23,4.0,160
1.0,2.0,50.0,1.15,0.0,110
0.0,1.0,59.0,4.65,342.0,60
0.0,1.0,1.0,0.03,0.0,200
0.0,1.0,14.0,0.42,335.0,40
1.0,2.0,259.0,4.43,285.0,115
0.0,2.0,16.0,2.57,2.0,55
0.0,1.0,6.0,0.61,32.0,45
0.0,2.0,23.0,2.96,322.0,55
0.0,1.0,52.0,2.88,128.0,70
1.0,2.0,385.0,4.0,222.0,139
0.0,2.0,21.0,0.7,3.0,99
0.0,2.0,12.0,0.52,0.0,200
0.0,1.0,15.0,10.23,89.0,60
1.0,6.0,45.0,0.99,0.0,200
1.0,10.0,6.0,0.25,11.0,126
0.0,3.0,2.0,0.46,0.0,90
0.0,2.0,43.0,3.15,150.0,50
1.0,1.0,30.0,4.92,165.0,443
0.0,6.0,2.0,0.06,0.0,35
0.0,2.0,55.0,0.59,286.0,41
0.0,1.0,13.0,0.67,361.0,129
1.0,3.0,8.0,1.21,204.0,699
1.0,2.0,35.0,1.59,357.0,130
0.0,1.0,360.0,4.79,240.0,120
1.0,3.0,1.0,0.42,188.0,115
1.0,2.0,231.0,1.96,22.0,85
1.0,6.0,5.0,0.13,0.0,110
1.0,2.0,5.0,2.05,324.0,299
0.0,3.0,2.0,0.03,0.0,90
1.0,2.0,78.0,2.47,347.0,449
1.0,1.0,14.0,0.33,0.0,199
1.0,3.0,12.0,0.53,1.0,170
1.0,3.0,18.0,0.35,0.0,175
0.0,1.0,11.0,0.71,365.0,65
0.0,1.0,25.0,0.63,0.0,64
1.0,3.0,6.0,0.46,1.0,113
1.0,2.0,1.0,0.11,3.0,105
1.0,1.0,3.0,3.0,43.0,375
0.0,4.0,42.0,1.34,10.0,65
0.0,5.0,3.0,1.73,180.0,130
0.0,1.0,30.0,0.8,342.0,100
1.0,1.0,119.0,2.71,353.0,531
1.0,3.0,18.0,0.26,72.0,180
